[u'Ministry of Foreign Trade and Tourism', u'Tourism Ireland', u'Tourism Australia', u'Republic of Turkey Ministry of Culture and Tourism', u'Massachusetts Office of Travel &amp; Tourism', u'Eternity Int\xe2&euro;&trade;l Travels &amp; Tourism', u'Tourism Fund', u'Heritage Institute of Hotel &amp; Tourism', u'Global Travels &amp; Tourism Group', u'Economic Development &amp; Tourism KZN', u'Department of Tourism (Philippines)', u'Ministry of Tourism India', u'Tourism Development Institute Mysore', u'Banff &amp; Lake Louise Tourism', u'Nahas Travel &amp; Tourism', u'West Bengal Tourism', u'Tourism of Portugal', u'Switzerland Tourism', u'Chandigarh Industrial &amp; Tourism Development', u'Spanish Ministry of Industry, Energy and Tourism', u'Tourism Jasper', u'Tourism of Gujarat', u'Liberty International Tourism Group', u'A Couple of Chicks e-Marketing', u"Institut de Tourisme et D'H\u0102\xb4tellerie DU Qu\u0102\u0160bec", u'Tourism Calgary', u'Ministry of Regional Development and Tourism', u'Alkinana', u'Rajasthan Tourism Development', u'Makyol', u'TransEarth Medical Tourism', u'Himachal Tourism', u'ADTA', u'Tourism College of Zhejiang', u'Tourism Victoria', u'Tourism Surrey', u'Active Tourism Istanbul', u'Amlak Hotels', u'Greater Subic Bay Tourism Bureau', u'Ontario Ministry of Culture', u'DOTW', u'Abu Dhabi Tourism &amp; Culture Authority', u'Korea Tourism Organization', u'BHMTTI', u'Department of Resources, Energy and Tourism', u'Ganga Tourism', u'Polish Chamber of Tourism', u'Nazareth Association', u'Legend International College of Hospitality &amp; Tourism', u'Safeer Hotels &amp; Tourism', u'Grand Bahama Island Tourism Board', u'Tourism New Brunswick', u'Tourism British Columbia', u'IRCTC', u'Institute for Tourism Studies', u'Al-Suhaimi Travel', u'Andhra Pradesh Tourism Development', u'COTRI China Outbound Tourism Research Institute', u'Canadian Tourism Human Resource Council', u'Umair Travels and Tourism', u'Utah Office of Tourism', u'Ministry of Industry, Energy and Tourism', u'Nir David Tourism', u'India Tourism Development', u'Madison County Tourism', u'STHMB', u'Tourism Eastern Townships', u'Mmsi Touring', u'Placer Valley Tourism', u'City of Bardstown Tourism', u'Saudi Commission for Tourism and Antiquities', u'CTC (Canadian Tourism Commission)', u'Selection Travel Agency and Tourism', u'Tourinfo Tourism Magazine', u'UETC', u'Falkensteiner Michaeler Tourism Group', u'Tourism Whistler', u'Seine-et-Marne Tourism', u'Niagara Falls tourism', u'Kansas Department of Wildlife, Parks and Tourism', u'Haddad Tourism Village', u'Northwest Territories Tourism', u'El Sery for Tourism Development', u'Office de Tourisme de Toulouse', u'OFICE TOURISME VALMEINIER', u'Office du Tourisme et des Congr\xe8s de Paris', u'Office de Tourisme de Brive et son Pays', u'Office de Tourisme de Brest m\xe9tropole oc\xe9ane', u'OFFICE DE TOURISME DE BLOIS | CHAMBORD', u'Office de Tourisme', u'BENOIT TOURISME VOYAGES', u'Comit\xe9 D\xe9partemental du Tourisme de la Haute-Garonne', u'Manche Tourisme', u"Office de tourisme d'Aix-les-bains", u'Rhone-Alpes Tourisme', u"l'Office de Tourisme du Pays de Murat", u"l'Office de Tourisme de Carcassonne", u'Tourisme aventure', u"l'Office du tourisme et des Congr\xe8s de Nice", u'Tourisme Rh\xf4ne', u'Tourisme de Toulouse', u'Tourisme et Culture', u'FRANCOIS-TOURISME-CONSULTANTS', u"Alpe d'Huez tourisme", u'Voyages Gallia Tourisme', u'France Tourisme']
Name	Job	Industry	Sector	Number of ratings	Overall rating	Culture and values	Work life balance	Senior Leadership	Compensation and benefits	Career opportunities	Recommend to friend	Name CEO	Pourcentage approve CEO
Ministry of Foreign Trade and Tourism	Overall	Federal Agencies	Government	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Tourism Ireland	Overall	Travel Agencies	Travel &amp; Tourism	5	3.5	0.0	0.0	0.0	0.0	0.0	0.0	Niall Gibbons	0
Tourism Australia	Overall	Travel Agencies	Travel &amp; Tourism	1	4	0.0	0.0	0.0	0.0	0.0	0.0		
Republic of Turkey Ministry of Culture and Tourism	Overall	Federal Agencies	Government	1	1	0.0	0.0	0.0	0.0	0.0	0.0		
Massachusetts Office of Travel &amp; Tourism	Overall	Social Assistance	Non-Profit	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Tourism Fund	Overall			1	3	0.0	0.0	0.0	0.0	0.0	0.0		
Heritage Institute of Hotel &amp; Tourism	Overall	Education Training Services	Education	1	3	0.0	0.0	0.0	0.0	0.0	0.0		
Global Travels &amp; Tourism Group	Overall			0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Economic Development &amp; Tourism KZN	Overall	Colleges &amp; Universities	Education	784	4.3	4.2	3.4	3.7	3.4	4.2	0.9	L. Rafael Reif	96
Department of Tourism (Philippines)	Overall	
Ministry of Tourism India	Overall	Federal Agencies	Government	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Tourism Development Institute Mysore	Overall	Colleges &amp; Universities	Education	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Banff &amp; Lake Louise Tourism	Overall	Sports &amp; Recreation	Arts, Entertainment &amp; Recreation	2	4.5	0.0	0.0	0.0	0.0	0.0	0.0		
Nahas Travel &amp; Tourism	Overall	Travel Agencies	Travel &amp; Tourism	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
West Bengal Tourism	Overall	
Tourism of Portugal	Overall	Federal Agencies	Government	1	4	0.0	0.0	0.0	0.0	0.0	0.0		
Chandigarh Industrial &amp; Tourism Development	Overall	Advertising &amp; Marketing	Business Services	0	0	0.0	0.0	0.0	0.0	0.0	0.0	Satish Chandra	0
Spanish Ministry of Industry, Energy and Tourism	Overall	Federal Agencies	Government	1	3	0.0	0.0	0.0	0.0	0.0	0.0		
Tourism Jasper	Overall	Travel Agencies	Travel &amp; Tourism	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Tourism of Gujarat	Overall	Federal Agencies	Government	1	3	0.0	0.0	0.0	0.0	0.0	0.0		
Liberty International Tourism Group	Overall			0	0	0.0	0.0	0.0	0.0	0.0	0.0		
A Couple of Chicks e-Marketing	Overall	Advertising &amp; Marketing	Business Services	1	5	0.0	0.0	0.0	0.0	0.0	0.0		
Tourism Calgary	Overall	Advertising &amp; Marketing	Business Services	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Ministry of Regional Development and Tourism	Overall	Federal Agencies	Government	1	5	0.0	0.0	0.0	0.0	0.0	0.0		
Alkinana	Overall	Travel Agencies	Travel &amp; Tourism	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Rajasthan Tourism Development	Overall	Travel Agencies	Travel &amp; Tourism	1	5	0.0	0.0	0.0	0.0	0.0	0.0	Manjit Singh	100
Makyol	Overall	Construction	Construction, Repair &amp; Maintenance	2	4	0.0	0.0	0.0	0.0	0.0	0.0		
TransEarth Medical Tourism	Overall	Health Care Services &amp; Hospitals	Health Care	1	5	0.0	0.0	0.0	0.0	0.0	0.0		
Himachal Tourism	Overall	Sports &amp; Recreation	Arts, Entertainment &amp; Recreation	1	2	0.0	0.0	0.0	0.0	0.0	0.0		
ADTA	Overall	Health, Beauty, &amp; Fitness	Consumer Services	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Tourism College of Zhejiang	Overall	Colleges &amp; Universities	Education	1	5	0.0	0.0	0.0	0.0	0.0	0.0		
Tourism Victoria	Overall	Health, Beauty, &amp; Fitness	Consumer Services	0	0	0.0	0.0	0.0	0.0	0.0	0.0	Robert Gialloreto	0
Tourism Surrey	Overall	Travel Agencies	Travel &amp; Tourism	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Active Tourism Istanbul	Overall	Travel Agencies	Travel &amp; Tourism	1	4	0.0	0.0	0.0	0.0	0.0	0.0		
Amlak Hotels	Overall	Hotels, Motels, &amp; Resorts	Travel &amp; Tourism	1	3	0.0	0.0	0.0	0.0	0.0	0.0		
Greater Subic Bay Tourism Bureau	Overall	Travel Agencies	Travel &amp; Tourism	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Ontario Ministry of Culture	Overall	Federal Agencies	Government	3	4.3	0.0	0.0	0.0	0.0	0.0	0.0		
DOTW	Overall	Advertising &amp; Marketing	Business Services	2	3.4	0.0	0.0	0.0	0.0	0.0	0.0		
Abu Dhabi Tourism &amp; Culture Authority	Overall	Health, Beauty, &amp; Fitness	Consumer Services	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Korea Tourism Organization	Overall			2	4.5	0.0	0.0	0.0	0.0	0.0	0.0		
BHMTTI	Overall	Education Training Services	Education	1	3	0.0	0.0	0.0	0.0	0.0	0.0		
Department of Resources, Energy and Tourism	Overall	
Ganga Tourism	Overall	Travel Agencies	Travel &amp; Tourism	1	5	0.0	0.0	0.0	0.0	0.0	0.0		
Polish Chamber of Tourism	Overall	Social Assistance	Non-Profit	1	4	0.0	0.0	0.0	0.0	0.0	0.0		
Nazareth Association	Overall	Social Assistance	Non-Profit	1	5	0.0	0.0	0.0	0.0	0.0	0.0		
Legend International College of Hospitality &amp; Tourism	Overall			1	2	0.0	0.0	0.0	0.0	0.0	0.0		
Safeer Hotels &amp; Tourism	Overall	Hotels, Motels, &amp; Resorts	Travel &amp; Tourism	1	4	0.0	0.0	0.0	0.0	0.0	0.0		
Grand Bahama Island Tourism Board	Overall	Travel Agencies	Travel &amp; Tourism	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Tourism New Brunswick	Overall	State &amp; Regional Agencies	Government	1	4	0.0	0.0	0.0	0.0	0.0	0.0		
Tourism British Columbia	Overall	Federal Agencies	Government	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
IRCTC	Overall	Federal Agencies	Government	11	3.1	0.0	0.0	0.0	0.0	0.0	0.0		
Institute for Tourism Studies	Overall	Federal Agencies	Government	1	4	0.0	0.0	0.0	0.0	0.0	0.0		
Al-Suhaimi Travel	Overall	Airlines	Travel &amp; Tourism	1	5	0.0	0.0	0.0	0.0	0.0	0.0		
Andhra Pradesh Tourism Development	Overall	Advertising &amp; Marketing	Business Services	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
COTRI China Outbound Tourism Research Institute	Overall	Research &amp; Development	Business Services	1	3	0.0	0.0	0.0	0.0	0.0	0.0	Dr. Wolfgang Georg Arlt	0
Canadian Tourism Human Resource Council	Overall	Staffing &amp; Outsourcing	Business Services	1	3	0.0	0.0	0.0	0.0	0.0	0.0		
Umair Travels and Tourism	Overall	Travel Agencies	Travel &amp; Tourism	1	1	0.0	0.0	0.0	0.0	0.0	0.0		
Utah Office of Tourism	Overall			0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Ministry of Industry, Energy and Tourism	Overall	Federal Agencies	Government	1	3	0.0	0.0	0.0	0.0	0.0	0.0		
Nir David Tourism	Overall	Travel Agencies	Travel &amp; Tourism	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
India Tourism Development	Overall			0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Madison County Tourism	Overall	Travel Agencies	Travel &amp; Tourism	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
STHMB	Overall	Education Training Services	Education	1	4	0.0	0.0	0.0	0.0	0.0	0.0		
Tourism Eastern Townships	Overall	Federal Agencies	Government	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Mmsi Touring	Overall	Travel Agencies	Travel &amp; Tourism	1	5	0.0	0.0	0.0	0.0	0.0	0.0		
Placer Valley Tourism	Overall	Travel Agencies	Travel &amp; Tourism	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
City of Bardstown Tourism	Overall	Municipal Governments	Government	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Saudi Commission for Tourism and Antiquities	Overall			1	3	0.0	0.0	0.0	0.0	0.0	0.0		
CTC (Canadian Tourism Commission)	Overall	Federal Agencies	Government	4	4.2	0.0	0.0	0.0	0.0	0.0	0.0		
Selection Travel Agency and Tourism	Overall			0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Tourinfo Tourism Magazine	Overall	Motion Picture Production &amp; Distribution	Media	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
UETC	Overall	Museums, Zoos &amp; Amusement Parks	Arts, Entertainment &amp; Recreation	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Falkensteiner Michaeler Tourism Group	Overall			0	0	0.0	0.0	0.0	0.0	0.0	0.0	Otmar Michaeler	0
Tourism Whistler	Overall	Industrial Manufacturing	Manufacturing	5	3.1	0.0	0.0	0.0	0.0	0.0	0.0	Barrett Fisher	100
Seine-et-Marne Tourism	Overall			0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Niagara Falls tourism	Overall	Advertising &amp; Marketing	Business Services	1	2	0.0	0.0	0.0	0.0	0.0	0.0		
Kansas Department of Wildlife, Parks and Tourism	Overall			0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Haddad Tourism Village	Overall	Hotels, Motels, &amp; Resorts	Travel &amp; Tourism	1	2	0.0	0.0	0.0	0.0	0.0	0.0		
Northwest Territories Tourism	Overall	Travel Agencies	Travel &amp; Tourism	1	2	0.0	0.0	0.0	0.0	0.0	0.0		
El Sery for Tourism Development	Overall	Hotels, Motels, &amp; Resorts	Travel &amp; Tourism	0	0	0.0	0.0	0.0	0.0	0.0	0.0	Eric Maan	0
Office de Tourisme de Toulouse	Overall			0	0	0.0	0.0	0.0	0.0	0.0	0.0		
OFICE TOURISME VALMEINIER	Overall			0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Office de Tourisme de Brive et son Pays	Overall			0	0	0.0	0.0	0.0	0.0	0.0	0.0		
OFFICE DE TOURISME DE BLOIS | CHAMBORD	Overall	
Office de Tourisme	Overall			0	0	0.0	0.0	0.0	0.0	0.0	0.0		
BENOIT TOURISME VOYAGES	Overall			0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Manche Tourisme	Overall			1	4	0.0	0.0	0.0	0.0	0.0	0.0		
Office de tourisme d'Aix-les-bains	Overall			0	0	0.0	0.0	0.0	0.0	0.0	0.0	Evelyne Gasse	0
Rhone-Alpes Tourisme	Overall			0	0	0.0	0.0	0.0	0.0	0.0	0.0		
l'Office de Tourisme du Pays de Murat	Overall			0	0	0.0	0.0	0.0	0.0	0.0	0.0		
l'Office de Tourisme de Carcassonne	Overall			0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Tourisme aventure	Overall			0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Tourisme de Toulouse	Overall			0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Tourisme et Culture	Overall			0	0	0.0	0.0	0.0	0.0	0.0	0.0		
FRANCOIS-TOURISME-CONSULTANTS	Overall			0	0	0.0	0.0	0.0	0.0	0.0	0.0		
Alpe d'Huez tourisme	Overall	
Voyages Gallia Tourisme	Overall	Travel Agencies	Travel &amp; Tourism	0	0	0.0	0.0	0.0	0.0	0.0	0.0	Bruno Peynichou	0
France Tourisme	Overall			1	1	0.0	0.0	0.0	0.0	0.0	0.0		
